id,n_vulns,vulns,total_cvss,max_cvss,site,Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
565,85,"{'CVE-2012-0883', 'CVE-2016-6211', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2019-6341', 'CVE-2019-9641', 'CVE-2012-0053', 'CVE-2015-3231', 'CVE-2017-6928', 'CVE-2019-9020', 'CVE-2013-1862', 'CVE-2011-3348', 'CVE-2016-3170', 'CVE-2019-9021', 'CVE-2016-3162', 'CVE-2017-6929', 'CVE-2015-3233', 'CVE-2018-15132', 'CVE-2011-4415', 'CVE-2012-0031', 'CVE-2019-6339', 'CVE-2019-9637', 'CVE-2012-4557', 'CVE-2018-19520', 'CVE-2018-10545', 'CVE-2016-4975', 'CVE-2018-10547', 'CVE-2017-7679', 'CVE-2019-6338', 'CVE-2012-3499', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2016-9451', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2017-6927', 'CVE-2019-9024', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2016-3164', 'CVE-2018-10548', 'CVE-2012-2687', 'CVE-2014-0098', 'CVE-2018-20783', 'CVE-2013-1896', 'CVE-2016-3169', 'CVE-2017-3167', 'CVE-2015-6658', 'CVE-2011-3192', 'CVE-2010-1452', 'CVE-2011-3607', 'CVE-2016-3163', 'CVE-2019-6977', 'CVE-2016-6212', 'CVE-2015-7943', 'CVE-2015-6661', 'CVE-2011-4317', 'CVE-2019-9638', 'CVE-2018-7602', 'CVE-2014-9016', 'CVE-2018-14883', 'CVE-2015-2750', 'CVE-2017-7668', 'CVE-2015-6660', 'CVE-2013-6438', 'CVE-2015-3232', 'CVE-2015-3234', 'CVE-2019-9023', 'CVE-2018-17082', 'CVE-2017-6922', 'CVE-2011-3368', 'CVE-2013-2249', 'CVE-2016-9449', 'CVE-2015-2749', 'CVE-2010-2068', 'CVE-2017-12868', 'CVE-2016-3168', 'CVE-2018-10549', 'CVE-2012-4558', 'CVE-2011-3639', 'CVE-2015-6665', 'CVE-2017-6932', 'CVE-2011-0419', 'CVE-2017-3169', 'CVE-2015-6659'}",459.8,8.5,BROOMECOUNTYNY.GOV,BROOMECOUNTYNY.GOV,County,Non-Federal Agency,Broome County,Binghamton,NY,(blank)
566,0,set(),0,0,BROWNCOUNTY-IN.GOV,BROWNCOUNTY-IN.GOV,County,Non-Federal Agency,Brown County Government,Nashville,IN,(blank)
567,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,BROWNCOUNTYOHIO.GOV,BROWNCOUNTYOHIO.GOV,County,Non-Federal Agency,Brown County Commissioners,Georgetown,OH,(blank)
568,0,set(),0,0,BROWNCOUNTYWI.GOV,BROWNCOUNTYWI.GOV,County,Non-Federal Agency,Brown County Information Services,Green Bay,WI,(blank)
569,0,set(),0,0,BROWNSVILLETN.GOV,BROWNSVILLETN.GOV,City,Non-Federal Agency,City of Brownsville,Brownsville,TN,(blank)
570,0,set(),0,0,BROWNWOODTEXAS.GOV,BROWNWOODTEXAS.GOV,City,Non-Federal Agency,CITY OF BROWNWOOD,Brownwood,TX,(blank)
571,21,"{'CVE-2017-3167', 'CVE-2017-9798', 'CVE-2016-8612', 'CVE-2015-3306', 'CVE-2014-8109', 'CVE-2018-1312', 'CVE-2015-3185', 'CVE-2016-4975', 'CVE-2017-7679', 'CVE-2017-15710', 'CVE-2016-2161', 'CVE-2017-15715', 'CVE-2017-7668', 'CVE-2014-3583', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2015-3184', 'CVE-2016-0736', 'CVE-2017-3169', 'CVE-2016-8743', 'CVE-2017-9788'}",119.7,10,BRUNSWICKCOUNTYNC.GOV,BRUNSWICKCOUNTYNC.GOV,County,Non-Federal Agency,Brunswick County,Bolivia,NC,(blank)
572,0,set(),0,0,BRUNSWICKMD.GOV,BRUNSWICKMD.GOV,City,Non-Federal Agency,City of Brunswick,Brunswick,MD,(blank)
573,0,set(),0,0,BRYANTX.GOV,BRYANTX.GOV,City,Non-Federal Agency,"City of Bryan, TX",Bryan,TX,(blank)
574,0,set(),0,0,BRYCECANYONCITYUT.GOV,BRYCECANYONCITYUT.GOV,City,Non-Federal Agency,Bryce Canyon City,Bryce Canyon City,UT,(blank)
575,0,set(),0,0,BRYSONCITYNC.GOV,BRYSONCITYNC.GOV,City,Non-Federal Agency,Town of Bryson City,Bryson City,NC,(blank)
576,0,set(),0,0,BSEE.GOV,BSEE.GOV,Federal Agency - Executive,Department of the Interior,Minerals Management Service,Herndon,VA,(blank)
577,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,BUCHANAN-VA.GOV,BUCHANAN-VA.GOV,City,Non-Federal Agency,TOWN OF BUCHANAN,BUCHANAN,VA,(blank)
578,21,"{'CVE-2017-3167', 'CVE-2017-9798', 'CVE-2016-8612', 'CVE-2015-3306', 'CVE-2014-8109', 'CVE-2018-1312', 'CVE-2015-3185', 'CVE-2016-4975', 'CVE-2017-7679', 'CVE-2017-15710', 'CVE-2016-2161', 'CVE-2017-15715', 'CVE-2017-7668', 'CVE-2014-3583', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2015-3184', 'CVE-2016-0736', 'CVE-2017-3169', 'CVE-2016-8743', 'CVE-2017-9788'}",119.7,10,BUCHANANCOUNTY-VA.GOV,BUCHANANCOUNTY-VA.GOV,County,Non-Federal Agency,Buchanan County Board of Supervisors,Grundy,VA,(blank)
579,0,set(),0,0,BUCKEYEAZ.GOV,BUCKEYEAZ.GOV,City,Non-Federal Agency,Town of Buckeye,Buckeye,AZ,(blank)
580,0,set(),0,0,BUCKSPORTMAINE.GOV,BUCKSPORTMAINE.GOV,City,Non-Federal Agency,Town of Bucksport,Bucksport,ME,(blank)
581,0,set(),0,0,BUDGET.GOV,BUDGET.GOV,Federal Agency - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,(blank)
582,0,set(),0,0,BUDGETLOB.GOV,BUDGETLOB.GOV,Federal Agency - Executive,Department of Education,Department of Education,Washington,DC,(blank)
583,0,set(),0,0,BUENAVISTACO.GOV,BUENAVISTACO.GOV,City,Non-Federal Agency,Town of Buena Vista,Buena Vista,CO,(blank)
584,0,set(),0,0,BUILDINGAMERICA.GOV,BUILDINGAMERICA.GOV,Federal Agency - Executive,Department of Energy,US DEPARTMENT OF ENERGY,Golden,CO,(blank)
585,17,"{'CVE-2017-15906', 'CVE-2006-5052', 'CVE-2008-4109', 'CVE-2011-4327', 'CVE-2009-2904', 'CVE-2014-1692', 'CVE-2007-2243', 'CVE-2008-3259', 'CVE-2006-4924', 'CVE-2012-0814', 'CVE-2006-5051', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000', 'CVE-2007-4752'}",90.8,9.3,BULLHEADCITYAZ.GOV,BULLHEADCITYAZ.GOV,City,Non-Federal Agency,City of Bullhead City,Bullhead City,AZ,(blank)
586,0,set(),0,0,BULVERDETX.GOV,BULVERDETX.GOV,City,Non-Federal Agency,"City of Bulverde, Texas",Bulverde,TX,(blank)
587,0,set(),0,0,BUNKERHILLTX.GOV,BUNKERHILLTX.GOV,City,Non-Federal Agency,CITY OF BUNKER HILL VILLAGE,HOUSTON,TX,(blank)
588,0,set(),0,0,BURBANKCA.GOV,BURBANKCA.GOV,City,Non-Federal Agency,City of Burbank,Burbank,CA,(blank)
589,0,set(),0,0,BURBANKIL.GOV,BURBANKIL.GOV,City,Non-Federal Agency,The City of Burbank Illinois,Burbank,IL,(blank)
590,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,BUREAUCOUNTY-IL.GOV,BUREAUCOUNTY-IL.GOV,County,Non-Federal Agency,Bureau County,Princeton,IL,(blank)
591,0,set(),0,0,BURGAWNC.GOV,BURGAWNC.GOV,City,Non-Federal Agency,Town of Burgaw,Burgaw,NC,jgantt@townofburgaw.com
592,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,BURIENWA.GOV,BURIENWA.GOV,City,Non-Federal Agency,City of Burien,Burien,WA,(blank)
593,3,"{'CVE-2018-15919', 'CVE-2017-15906', 'CVE-2018-15473'}",15,5,BURKECOUNTY-GA.GOV,BURKECOUNTY-GA.GOV,County,Non-Federal Agency,Burke County Georgia,Waynesboro,GA,j.johnson@burkecounty-ga.gov
594,0,set(),0,0,BURKITTSVILLE-MD.GOV,BURKITTSVILLE-MD.GOV,City,Non-Federal Agency,Town of Burkittsville,Burkittsville,MD,(blank)
595,0,set(),0,0,BURLINGTON-WI.GOV,BURLINGTON-WI.GOV,City,Non-Federal Agency,City of Burlington,Burlington,WI,(blank)
596,0,set(),0,0,BURLINGTONKANSAS.GOV,BURLINGTONKANSAS.GOV,City,Non-Federal Agency,City of Burlington,Burlington,KS,(blank)
597,0,set(),0,0,BURLINGTONNC.GOV,BURLINGTONNC.GOV,City,Non-Federal Agency,City of Burlington,Burlington,NC,(blank)
598,0,set(),0,0,BURLINGTONND.GOV,BURLINGTONND.GOV,City,Non-Federal Agency,City of Burlington,Burlington,ND,(blank)
599,0,set(),0,0,BURLINGTONVT.GOV,BURLINGTONVT.GOV,City,Non-Federal Agency,City of Burlington,Burlington,VT,(blank)
600,0,set(),0,0,BURLINGTONWA.GOV,BURLINGTONWA.GOV,City,Non-Federal Agency,City of Burlington,Burlington,WA,(blank)
601,0,set(),0,0,BURNSHARBOR-IN.GOV,BURNSHARBOR-IN.GOV,City,Non-Federal Agency,Town of Burns Harbor,Burns Harbor,IN,(blank)
602,0,set(),0,0,BURNSPAIUTE-NSN.GOV,BURNSPAIUTE-NSN.GOV,Native Sovereign Nation,Indian Affairs,BURNS PAIUTE TRIBE,Burns,OR,(blank)
603,0,set(),0,0,BURNSVILLEMN.GOV,BURNSVILLEMN.GOV,City,Non-Federal Agency,City of Burnsville,Burnsville,MN,(blank)
604,0,set(),0,0,BURTONMI.GOV,BURTONMI.GOV,City,Non-Federal Agency,City of Burton,Burton,MI,(blank)
605,0,set(),0,0,BUSINESS.GOV,BUSINESS.GOV,Federal Agency - Executive,Small Business Administration,U.S. Small Business Administration,Washington,DC,(blank)
606,0,set(),0,0,BUSINESS4WV.GOV,BUSINESS4WV.GOV,State/Local Govt,Non-Federal Agency,State of West Virginia,Charleston,WV,(blank)
607,0,set(),0,0,BUSINESSDEFENSE.GOV,BUSINESSDEFENSE.GOV,Federal Agency - Executive,Department of Defense,"Office of the Under Secretary of Defense for Acquisition, Technology and Logistics",Washington,DC,(blank)
608,0,set(),0,0,BUSINESSUSA.GOV,BUSINESSUSA.GOV,Federal Agency - Executive,General Services Administration,Office of Citizen Services and Innovative Technologies,Washington,DC,(blank)
609,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,BUTLERWI.GOV,BUTLERWI.GOV,City,Non-Federal Agency,Village of Butler,Butler,WI,(blank)
610,7,"{'CVE-2010-3972', 'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",47.7,10,BUYACCESSIBLE.GOV,BUYACCESSIBLE.GOV,Federal Agency - Executive,General Services Administration,Electronic Government and Technology,Washington,DC,(blank)
611,0,set(),0,0,BUYAMERICAN.GOV,BUYAMERICAN.GOV,Federal Agency - Executive,General Services Administration,General Services Administration,Washington,DC,(blank)
612,0,set(),0,0,BUYNJBONDS.GOV,BUYNJBONDS.GOV,State/Local Govt,Non-Federal Agency,NJ Department of Treasury,Trenton,NJ,(blank)
613,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,BUYUSA.GOV,BUYUSA.GOV,Federal Agency - Executive,Department of Commerce,International Trade Administration,Washington,DC,(blank)
614,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,BYESVILLEOH.GOV,BYESVILLEOH.GOV,City,Non-Federal Agency,Village of Byesville,Byesville,OH,(blank)
615,0,set(),0,0,CA.GOV,CA.GOV,State/Local Govt,Non-Federal Agency,State of California,Rancho Cordova,CA,(blank)
616,0,set(),0,0,CABARRUSCOUNTYNC.GOV,CABARRUSCOUNTYNC.GOV,County,Non-Federal Agency,Cabarrus County Govt.,Concord,NC,(blank)
617,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,CABAZONINDIANS-NSN.GOV,CABAZONINDIANS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Cabazon Band of Mission Indians,Indio,CA,(blank)
618,0,set(),0,0,CABOTAR.GOV,CABOTAR.GOV,City,Non-Federal Agency,City of Cabot,Cabot,AR,(blank)
619,0,set(),0,0,CABQ.GOV,CABQ.GOV,City,Non-Federal Agency,City  of Albuquerque New Mexico,Albuquerque,NM,(blank)
620,18,"{'CVE-2018-10101', 'CVE-2018-10100', 'CVE-2018-20151', 'CVE-2016-4567', 'CVE-2019-9787', 'CVE-2018-20149', 'CVE-2018-20152', 'CVE-2018-12895', 'CVE-2017-14719', 'CVE-2016-4566', 'CVE-2018-20147', 'CVE-2019-8942', 'CVE-2017-1000600', 'CVE-2018-10102', 'CVE-2018-5776', 'CVE-2018-20148', 'CVE-2018-20153', 'CVE-2018-20150'}",93.4,7.5,CAHTOTRIBE-NSN.GOV,CAHTOTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Catho Tribe,Laytonville,CA,(blank)
621,0,set(),0,0,CAL-ITP.GOV,CAL-ITP.GOV,Independent Intrastate Agency,Non-Federal Agency,Capitol Corridor Joint Powers Authority,Oakland,CA,info@capitolcorridor.org
622,0,set(),0,0,CALAISVERMONT.GOV,CALAISVERMONT.GOV,City,Non-Federal Agency,Town of Calais,East Calais,VT,(blank)
623,0,set(),0,0,CALCASIEUPARISH.GOV,CALCASIEUPARISH.GOV,County,Non-Federal Agency,Calcasieu Parish Police Jury,Lake Charles,LA,noc@cppj.net
624,62,"{'CVE-2010-5106', 'CVE-2013-0237', 'CVE-2011-4898', 'CVE-2012-2399', 'CVE-2011-4956', 'CVE-2016-0777', 'CVE-2011-4899', 'CVE-2018-20149', 'CVE-2010-5296', 'CVE-2018-20147', 'CVE-2010-5293', 'CVE-2018-5776', 'CVE-2012-2403', 'CVE-2012-2400', 'CVE-2018-10101', 'CVE-2017-15906', 'CVE-2018-20151', 'CVE-2018-10100', 'CVE-2013-2202', 'CVE-2018-20152', 'CVE-2017-1000600', 'CVE-2012-0782', 'CVE-2018-20148', 'CVE-2010-4478', 'CVE-2012-2401', 'CVE-2019-9787', 'CVE-2013-2205', 'CVE-2012-0937', 'CVE-2010-5295', 'CVE-2012-4422', 'CVE-2012-1936', 'CVE-2014-0165', 'CVE-2012-4421', 'CVE-2012-3385', 'CVE-2012-3384', 'CVE-2014-0166', 'CVE-2013-2199', 'CVE-2018-12895', 'CVE-2012-2404', 'CVE-2014-1692', 'CVE-2013-2204', 'CVE-2012-0814', 'CVE-2014-6412', 'CVE-2018-10102', 'CVE-2013-2201', 'CVE-2013-2200', 'CVE-2010-4755', 'CVE-2018-20153', 'CVE-2011-5000', 'CVE-2013-2203', 'CVE-2013-0236', 'CVE-2011-4327', 'CVE-2011-3818', 'CVE-2010-5294', 'CVE-2011-4957', 'CVE-2012-2402', 'CVE-2019-8942', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2013-0235', 'CVE-2010-5297', 'CVE-2018-20150'}",316.3,10,CALDWELLTX.GOV,CALDWELLTX.GOV,City,Non-Federal Agency,City of Caldwell,Caldwell,TX,(blank)
625,20,"{'CVE-2017-3167', 'CVE-2016-4979', 'CVE-2017-15715', 'CVE-2017-15710', 'CVE-2018-1283', 'CVE-2016-1546', 'CVE-2018-1333', 'CVE-2017-9798', 'CVE-2018-1312', 'CVE-2016-8743', 'CVE-2019-0211', 'CVE-2018-17199', 'CVE-2016-4975', 'CVE-2017-3169', 'CVE-2018-11763', 'CVE-2017-7679', 'CVE-2016-8612', 'CVE-2017-9788', 'CVE-2016-8740', 'CVE-2017-7668'}",111.9,7.5,CALEDONIA-WI.GOV,CALEDONIA-WI.GOV,State/Local Govt,Non-Federal Agency,Village of Caledonia,Racine,WI,(blank)
626,0,set(),0,0,CALEDONIAMN.GOV,CALEDONIAMN.GOV,City,Non-Federal Agency,City of Caledonia,Caledonia,MN,(blank)
627,24,"{'CVE-2017-9798', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-8109', 'CVE-2014-0226', 'CVE-2018-1312', 'CVE-2015-3185', 'CVE-2016-4975', 'CVE-2017-7679', 'CVE-2017-15710', 'CVE-2016-2161', 'CVE-2017-15715', 'CVE-2014-0118', 'CVE-2014-3523', 'CVE-2013-4352', 'CVE-2013-6438', 'CVE-2018-1283', 'CVE-2018-17199', 'CVE-2015-3184', 'CVE-2016-0736', 'CVE-2014-0098', 'CVE-2016-8743', 'CVE-2017-9788', 'CVE-2014-0117'}",121.9,7.5,CALHOUNCOUNTYAL.GOV,CALHOUNCOUNTYAL.GOV,County,Non-Federal Agency,Calhoun County Commission,Anniston,AL,(blank)
628,10,"{'CVE-2009-4444', 'CVE-2003-1582', 'CVE-2009-1535', 'CVE-2009-2521', 'CVE-2008-1446', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2017-7269', 'CVE-2007-1278', 'CVE-2009-3023'}",64.2,10,CALHOUNCOUNTYMI.GOV,CALHOUNCOUNTYMI.GOV,County,Non-Federal Agency,"Calhoun County, Michigan",Marshall,MI,(blank)
629,0,set(),0,0,CALIFORNIACITY-CA.GOV,CALIFORNIACITY-CA.GOV,City,Non-Federal Agency,City of California City,California City,CA,(blank)
630,0,set(),0,0,CALIFORNIAINTEGRATEDTRAVEL.GOV,CALIFORNIAINTEGRATEDTRAVEL.GOV,Independent Intrastate Agency,Non-Federal Agency,Capitol Corridor Joint Powers Authority,Oakland,CA,info@capitolcorridor.org
631,0,set(),0,0,CALIFORNIAPASS.GOV,CALIFORNIAPASS.GOV,Independent Intrastate Agency,Non-Federal Agency,Capitol Corridor Joint Powers Authority,Oakland,CA,info@capitolcorridor.org
632,0,set(),0,0,CALITP.GOV,CALITP.GOV,Independent Intrastate Agency,Non-Federal Agency,Capitol Corridor,OAKLAND,CA,info@capitolcorridor.org
633,0,set(),0,0,CALLOWAYCOUNTY-KY.GOV,CALLOWAYCOUNTY-KY.GOV,County,Non-Federal Agency,Calloway County Judge Executive,Murray,KY,(blank)
634,0,set(),0,0,CALUMETTWP-IN.GOV,CALUMETTWP-IN.GOV,City,Non-Federal Agency,Calumet Township Trustee Office,Gary,IN,(blank)
635,0,set(),0,0,CAMBRIACOUNTYPA.GOV,CAMBRIACOUNTYPA.GOV,County,Non-Federal Agency,Cambria County,Ebensburg,PA,(blank)
636,0,set(),0,0,CAMBRIDGEMA.GOV,CAMBRIDGEMA.GOV,City,Non-Federal Agency,"City of Cambridge, Ma",Cambridge,MA,(blank)
637,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,CAMBRIDGENY.GOV,CAMBRIDGENY.GOV,City,Non-Federal Agency,The Village of Cambridge,Cambridge,NY,(blank)
638,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",47.1,7.5,CAMBRIDGERETIREMENTMA.GOV,CAMBRIDGERETIREMENTMA.GOV,State/Local Govt,Non-Federal Agency,City of Cambridge Contributory Retirement System,Cambridge,MA,(blank)
639,0,set(),0,0,CAMDENCOUNTYGA.GOV,CAMDENCOUNTYGA.GOV,County,Non-Federal Agency,Camden County Board of Commissioners,Woodbine,GA,(blank)
640,0,set(),0,0,CAMDENCOUNTYNC.GOV,CAMDENCOUNTYNC.GOV,County,Non-Federal Agency,Camden County,Camden,NC,(blank)
641,0,set(),0,0,CAMDENMAINE.GOV,CAMDENMAINE.GOV,City,Non-Federal Agency,Town of Camden,Camden,ME,(blank)
642,5,"{'CVE-2010-3972', 'CVE-2012-2531', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2010-2730'}",34.2,10,CAMDENTN.GOV,CAMDENTN.GOV,City,Non-Federal Agency,City Of Camden,Camden,TN,(blank)
643,10,"{'CVE-2009-4444', 'CVE-2003-1582', 'CVE-2009-1535', 'CVE-2009-2521', 'CVE-2008-1446', 'CVE-2010-1899', 'CVE-2010-1256', 'CVE-2017-7269', 'CVE-2007-1278', 'CVE-2009-3023'}",64.2,10,CAMPBELLCA.GOV,CAMPBELLCA.GOV,City,Non-Federal Agency,City of Campbell,Campbell,CA,(blank)
644,0,set(),0,0,CAMPBELLCOUNTYTN.GOV,CAMPBELLCOUNTYTN.GOV,County,Non-Federal Agency,Campbell County Government,Jacksboro,TN,(blank)
645,0,set(),0,0,CAMPBELLOHIO.GOV,CAMPBELLOHIO.GOV,City,Non-Federal Agency,City of Campbell Ohio,Campbell,OH,(blank)
646,0,set(),0,0,CAMPO-NSN.GOV,CAMPO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Campo Kumeyaay Nation,Campo,CA,(blank)
647,0,set(),0,0,CAMPUSDRUGPREVENTION.GOV,CAMPUSDRUGPREVENTION.GOV,Federal Agency - Executive,Department of Justice,Drug Enforcement Administration,Springfield,VA,(blank)
648,0,set(),0,0,CANALWINCHESTEROHIO.GOV,CANALWINCHESTEROHIO.GOV,City,Non-Federal Agency,City of Canal Winchester,Canal Winchester,OH,rbrown@canalwinchesterohio.gov
649,0,set(),0,0,CANANDAIGUANEWYORK.GOV,CANANDAIGUANEWYORK.GOV,City,Non-Federal Agency,City of Canandaigua,Canandaigua,NY,(blank)
650,34,"{'CVE-2019-9637', 'CVE-2016-7478', 'CVE-2015-8994', 'CVE-2016-4072', 'CVE-2016-10712', 'CVE-2019-9641', 'CVE-2016-4342', 'CVE-2018-15919', 'CVE-2017-15906', 'CVE-2016-4071', 'CVE-2019-9020', 'CVE-2018-19520', 'CVE-2016-5116', 'CVE-2018-10545', 'CVE-2018-15473', 'CVE-2018-10549', 'CVE-2018-10547', 'CVE-2019-6977', 'CVE-2019-9021', 'CVE-2019-9638', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2018-19935', 'CVE-2018-19395', 'CVE-2018-14883', 'CVE-2019-9024', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2016-2554', 'CVE-2018-10548', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2018-20783', 'CVE-2018-17082'}",202.1,10,CANBYOREGON.GOV,CANBYOREGON.GOV,City,Non-Federal Agency,City of Canby,Canby,OR,(blank)
651,0,set(),0,0,CANCER.GOV,CANCER.GOV,Federal Agency - Executive,Department of Health and Human Services,National Cancer Institute,Rockville,MD,(blank)
652,0,set(),0,0,CANDLERCO-GA.GOV,CANDLERCO-GA.GOV,County,Non-Federal Agency,Candler County Board of Commissioners,Metter,GA,(blank)
653,0,set(),0,0,CANFIELD.GOV,CANFIELD.GOV,City,Non-Federal Agency,City of Canfield,Canfield,OH,(blank)
654,0,set(),0,0,CANNONFALLSMN.GOV,CANNONFALLSMN.GOV,City,Non-Federal Agency,City of Cannon Falls,Cannon Falls,MN,(blank)
655,0,set(),0,0,CANTONGA.GOV,CANTONGA.GOV,City,Non-Federal Agency,City of Canton,Canton,GA,(blank)
656,0,set(),0,0,CANTONNY.GOV,CANTONNY.GOV,State/Local Govt,Non-Federal Agency,Village of Canton,Canton,NY,(blank)
657,7,"{'CVE-2017-3167', 'CVE-2016-4975', 'CVE-2017-3169', 'CVE-2014-0160', 'CVE-2017-7679', 'CVE-2016-8612', 'CVE-2017-7668'}",42.6,7.5,CANTONOHIO.GOV,CANTONOHIO.GOV,City,Non-Federal Agency,"City of Canton, Ohio",Canton,OH,(blank)
658,0,set(),0,0,CANTONTWP-OH.GOV,CANTONTWP-OH.GOV,City,Non-Federal Agency,"Canton Township Board of Trustees - Stark County, OH",Canton,OH,(blank)
659,10,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2016-10708', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478', 'CVE-2011-5000'}",47.1,7.5,CANTONTX.GOV,CANTONTX.GOV,City,Non-Federal Agency,"City of Canton, Texas",Canton,TX,(blank)
660,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17,7.5,CAO.GOV,CAO.GOV,Federal Agency - Executive,General Services Administration,GSA-Interagency Management Division,Washington,DC,(blank)
661,0,set(),0,0,CAP.GOV,CAP.GOV,Federal Agency - Executive,Civil Air Patrol,"CIVIL AIR PATROL, USAF AUX.",Maxwell AFB,AL,capadmin@capnhq.gov
662,0,set(),0,0,CAPECOD-MA.GOV,CAPECOD-MA.GOV,County,Non-Federal Agency,Barnstable County,Barnstable,MA,(blank)
663,0,set(),0,0,CAPEMAYCOUNTYNJ.GOV,CAPEMAYCOUNTYNJ.GOV,County,Non-Federal Agency,Cape May County,Cape May Court House,NJ,(blank)
664,2,"{'CVE-2019-6340', 'CVE-2019-6341'}",10.3,6.8,CAPITALALERT.GOV,CAPITALALERT.GOV,County,Non-Federal Agency,Fairfax County Office of Public Affairs,Fairfax,VA,(blank)
665,2,"{'CVE-2019-6340', 'CVE-2019-6341'}",10.3,6.8,CAPITALERT.GOV,CAPITALERT.GOV,County,Non-Federal Agency,Fairfax County Office of Public Affairs,Fairfax,VA,(blank)
666,11,"{'CVE-2017-15906', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2018-15473', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2010-4478'}",52.1,7.5,CAPITOL.GOV,CAPITOL.GOV,Federal Agency - Legislative,Architect of the Capitol,Architect of the Capitol,Washington,DC,(blank)
667,0,set(),0,0,CAPITOLHEIGHTSMD.GOV,CAPITOLHEIGHTSMD.GOV,City,Non-Federal Agency,Town of Capitol Heights Maryland,Capitol Heights,MD,(blank)
668,0,set(),0,0,CAPNHQ.GOV,CAPNHQ.GOV,Federal Agency - Executive,Civil Air Patrol,Civil Air Patrol,Maxwell AFB,AL,capadmin@capnhq.gov
